dataset,index,method,target_mode,aggregation,view,budget_unit,fraction,eligible,gold,budget,gold_density,ceiling,random_expected_recall,recall,precision,ceiling_adjusted_recall,cutoff,cutoff_tie_size,recall_tie_low,recall_tie_high,all_body_tokens,f1,exact_match,complete_support,true_positive,predicted,token_recall,spent_tokens,unused_tokens,selected_sentences,empty_selection,fact_recall_ceiling
vt_h2_c3,4,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.1,334,30,34,0.08982035928143713,1.0,0.10179640718562874,1.0,0.8823529411764706,1.0,301.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,4,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.2,334,30,67,0.08982035928143713,1.0,0.20059880239520958,1.0,0.44776119402985076,1.0,268.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,5,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.05,336,30,17,0.08928571428571429,0.5666666666666667,0.050595238095238096,0.5666666666666667,1.0,1.0,0.5477949976921082,1,0.5666666666666667,0.5666666666666667,,,,,,,,,,,,
vt_h2_c3,5,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,336,30,34,0.08928571428571429,1.0,0.10119047619047619,0.8666666666666667,0.7647058823529411,0.8666666666666667,0.15433067083358765,1,0.8666666666666667,0.8666666666666667,,,,,,,,,,,,
vt_h2_c3,5,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,336,30,68,0.08928571428571429,1.0,0.20238095238095238,0.9666666666666667,0.4264705882352941,0.9666666666666667,0.04932532459497452,1,0.9666666666666667,0.9666666666666667,,,,,,,,,,,,
vt_h2_c3,5,DT,answer_only,signed_sum,density,eligible_body_tokens,0.05,336,30,17,0.08928571428571429,0.5666666666666667,0.050595238095238096,0.5666666666666667,1.0,1.0,320.0,1,0.5666666666666667,0.5666666666666667,,,,,,,,,,,,
vt_h2_c3,5,DT,answer_only,signed_sum,density,eligible_body_tokens,0.1,336,30,34,0.08928571428571429,1.0,0.10119047619047619,1.0,0.8823529411764706,1.0,303.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,5,DT,answer_only,signed_sum,density,eligible_body_tokens,0.2,336,30,68,0.08928571428571429,1.0,0.20238095238095238,1.0,0.4411764705882353,1.0,269.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,5,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.05,336,30,17,0.08928571428571429,0.5666666666666667,0.050595238095238096,0.5666666666666667,1.0,1.0,0.1149073988199234,1,0.5666666666666667,0.5666666666666667,,,,,,,,,,,,
vt_h2_c3,5,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.1,336,30,34,0.08928571428571429,1.0,0.10119047619047619,0.7333333333333333,0.6470588235294118,0.7333333333333333,0.06461484730243683,1,0.7333333333333333,0.7333333333333333,,,,,,,,,,,,
vt_h2_c3,5,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.2,336,30,68,0.08928571428571429,1.0,0.20238095238095238,0.9333333333333333,0.4117647058823529,0.9333333333333333,0.03964279219508171,1,0.9333333333333333,0.9333333333333333,,,,,,,,,,,,
vt_h2_c3,5,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.05,336,30,17,0.08928571428571429,0.5666666666666667,0.050595238095238096,0.5666666666666667,1.0,1.0,320.0,1,0.5666666666666667,0.5666666666666667,,,,,,,,,,,,
vt_h2_c3,5,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.1,336,30,34,0.08928571428571429,1.0,0.10119047619047619,1.0,0.8823529411764706,1.0,303.0,1,1.0,1.0,,,,,,,,,,,,
