dataset,index,input_sha256,DT_rise,FT_rise,DT_minus_FT_rise,DT_mas,FT_mas,DT_minus_FT_mas,DT_needle,FT_needle,DT_minus_FT_needle
niah_mq_q2,13,e6c4ca17c31dde932ae0a033ad544c1b4cc62adfa20239c5ed97d80ab6e3763b,0.0424738219895288,0.04107843137254902,0.001395390616979783,0.05588958771945788,0.13819546499424396,-0.08230587727478608,0.95,0.825,0.125
niah_mq_q2,14,5754ca4a0cb71a24c0de46581829ba43b64d94d9a1f1049a044aaf3f28b5956e,0.051756931012250165,0.03970019342359767,0.012056737588652493,0.08608021375080899,0.12947337323889124,-0.043393159488082256,0.95,0.7,0.25
niah_mq_q2,15,727184c2642eb0d5e5bb2263871e21961f20731c6f3d124caf6985991f73e46e,0.10479381443298971,0.09609053497942388,0.008703279453565832,0.12900480915880955,0.19668501982460923,-0.06768021066579968,0.4634146341463415,0.2682926829268293,0.1951219512195122
niah_mq_q2,16,34eb02161522f07655fe96540362d2bd1d02190263e1684153b31d66d2106a74,0.04133011413520633,0.04855516637478109,-0.0072250522395747585,0.09217814500436709,0.17955062479425932,-0.08737247978989222,0.42105263157894735,0.23684210526315788,0.18421052631578946
niah_mq_q2,17,a15ab9ec2815a1197f0d67de40d6c97546feda4d57f547c797f2873951e1f917,0.1312765055131467,0.08869047619047618,0.04258602932267053,0.1679906237872503,0.1856502630898324,-0.017659639302582103,0.4146341463414634,0.1951219512195122,0.2195121951219512
niah_mq_q2,18,10f9f167f7594ac17afc65cf8f68f8dd0d65b3e30fc1c85704a30d575d0c63fa,0.029527559055118113,0.033858267716535426,-0.004330708661417312,0.04880396443546835,0.1358644318024767,-0.08706046736700836,0.918918918918919,0.7837837837837838,0.1351351351351352
niah_mq_q2,19,5885c4e13998595152c929263a24754f3a336c9193867da53d516241d309fc2c,0.12157293497363797,0.09591388400702987,0.025659050966608102,0.1594965512558717,0.1933866529334097,-0.033890101677538004,0.38461538461538464,0.20512820512820512,0.17948717948717952
niah_mq_q2,20,3de672166ee14c0319e749ff82c99cb2f0cbf8ea4ed6e2b132d2a7f30e496225,0.06832298136645962,0.05708722741433021,0.011235753952129404,0.09783493616489572,0.1773479280557564,-0.07951299189086067,0.45,0.225,0.225
niah_mq_q2,21,156d17dc08c3b760a271fd7b7fdfc273554290260fa78057f7a19ac16fcb47bd,0.03293754066363045,0.043936446173800256,-0.010998905510169805,0.05646906766508394,0.1351724429960002,-0.07870337533091626,0.9487179487179487,0.7692307692307693,0.1794871794871794
niah_mq_q2,22,6fe0f8593052abef610437df046bf0afd481a3a11ee62d6e11b033eb37c604b0,0.16823258869908014,0.15848684210526315,0.009745746593816995,0.20472869855956527,0.22228838991989006,-0.017559691360324786,0.40476190476190477,0.16666666666666666,0.2380952380952381
niah_mq_q2,23,5f3c0678b5fe37b7e11214e84251d69639738972e8c52172aebb6f77e4f4cc1f,0.026382033563672257,0.025,0.001382033563672256,0.047865095641964464,0.12598151812441766,-0.0781164224824532,0.9473684210526315,0.8421052631578947,0.10526315789473684
niah_mq_q2,24,61604ac18bef3b15edd75eb63586685cbbe9bf712a816ae74fcfa64f4b3fbd30,0.04610778443113772,0.08147590361445782,-0.0353681191833201,0.07598342672252589,0.1862442097684363,-0.11026078304591042,0.5128205128205128,0.15384615384615385,0.3589743589743589
niah_mq_q2,25,3a3be09623d79e9c7357a39b68be0360bb03a0903679122d2edc69a0440831ba,0.12384778653729533,0.09541312272174966,0.02843466381554567,0.14680263388679177,0.15173065082745404,-0.004928016940662278,0.9743589743589743,0.8205128205128205,0.15384615384615385
niah_mq_q2,26,df4c905f2eaf43d8fd2a3b85fe5db8c85f5390b0794d97c96bae54a8802dc4a5,0.03758278145695364,0.02745979186376537,0.010122989593188268,0.050087887951815555,0.1262989781529173,-0.07621109020110174,1.0,0.8461538461538461,0.15384615384615385
niah_mq_q2,27,f8921d0692c82d66c467dd80da9fd0dd59ca9992bda0254f3b68babc744a63c1,0.0962286158631415,0.05205426356589147,0.04417435229725004,0.13377592830670904,0.13509875628458065,-0.0013228279778716157,0.925,0.875,0.050000000000000044
niah_mq_q2,28,9a785a399701dfe597564e63819a6b3ee420b5ad010601bcc560619526e5f616,0.03185071574642127,0.04401840490797546,-0.012167689161554196,0.04690134636407608,0.1335009489395992,-0.08659960257552313,0.9743589743589743,0.7948717948717948,0.17948717948717952
niah_mq_q2,29,f65485d03e77952862f15ad5a4937a3327c3bd20b87e7e59cf07c84b02dd717e,0.08007246376811594,0.058001808318264014,0.022070655449851928,0.10301333300651935,0.171596414006594,-0.06858308100007465,0.47368421052631576,0.2631578947368421,0.21052631578947367
